job,answer
coutur,"vêtements, lingerie,chaussures,literies"
cocher,réparations
coutelier,industrie des métaux
serrur.,industrie des métaux
empl. pompes funèbres,"agences,locations,consultations"
filie de mag.,commerce de détail
emp. banq.,"banques,établissements financiers"
corsets,"vêtements, lingerie,chaussures,literies"
sténogr.,bureaux de consultation
étud.,"agences,locations,consultations"
fils,industrie des métaux
blanchisseuse,employées pour le ménage et la ferme
représont.,"agences,locations,consultations"
reprès.,commerce de détail
voyageur,transports
tailleur,"vêtements, lingerie,chaussures,literies"
boucher,produits alimentaires
R. de Placement,"agences,locations,consultations"
cout.,industrie textile
gendarme,administration publique
commis CFF.,transports
journalier,"journaliers,entretien"
Autogarage,réparations
charcut.,produits alimentaires
typo.,réparations
camionneur,transports
phot.,arts graphiques
électricien,"gaz,eau,éléctricité"
pharmacien,industrie chimique
menuis.,"construction,charpenterie"
not.,réparations
gérant,"agences,locations,consultations"
gérant,"agences,locations,consultations"
colporteur,commerce de détail
journ.,"journaliers,entretien"
menuis.,"construction,charpenterie"
menuis.,"bois,liège,meubles"
commis de mag.,commerce de détail
blanch.,industrie textile
sténog.,bureaux de consultation
concierge Entrepôts,"agences,locations,consultations"
past.,"journalières,entretien"
emp.,"employés pour tous,célibataires"
reprèsantant,commerce de gros
tailleur,"vêtements, lingerie,chaussures,literies"
pension-famille,"hôtellerie,restauration"
officiel,administration publique
charretier,transports
cout.,industrie textile
charcut,produits alimentaires
cuisin.,produits alimentaires
appareilleur,"construction,charpenterie"
électric.,"gaz,eau,éléctricité"
casserolier,produits alimentaires
peintre,arts graphiques
gypsiers-peintres,arts graphiques
charretier,transports
serrurier,industrie des métaux
drans,industrie textile
étud. méd,administration publique
port. de lait,produits alimentaires
élect.,"gaz,eau,éléctricité"
chauffeur,transports
g. de bureau,bureaux de consultation
horl.,horlogerie
gouv.,administration publique
portier,"agences,locations,consultations"
canneuse de chaises,"bois,liège,meubles"
couvreur,"construction,charpenterie"
employée,employées pour le ménage et la ferme
s.-chef de gare,transports
maître de travaux manuels,arts graphiques
horlog.,horlogerie
infirmière,employées pour le ménage et la ferme
institutrice,"agences,locations,consultations"
charbonnier,industrie du papier
télégr,transports
thés,produits alimentaires
objets d’art,arts graphiques
domest.,employées pour le ménage et la ferme
brasseur,produits alimentaires
nég.,"banques,établissements financiers"
tapissier,"bois,liège,meubles"
téléph.,transports
directeur,administration publique
empl. trams.,transports
négociant,commerce de gros
cons. national,administration publique
cout,industrie textile
magasin.,commerce de détail
emp.,"employés pour tous,célibataires"
ingén.,administration publique
stucateur,"construction,charpenterie"
élèn.,
dentiste,réparations
tailleur,industrie textile
agent d'affaires,"agences,locations,consultations"
téléph.,transports
comméc.,commerce de détail
g. café,"hôtellerie,restauration"
gouv.,administration publique
nég.,"banques,établissements financiers"
épicerie-droguerie,commerce de détail
ingén.,industrie chimique
téléph.,transports
nég.,"banques,établissements financiers"
journal.,arts graphiques
menujs.,
pêcheur,"journaliers,entretien"
domestique,employées pour le ménage et la ferme
cocher,réparations
taill.,industrie du papier
rentier,"affaires immobilières,location"
nég.,"banques,établissements financiers"
commandant d'arrond.,administration publique
journal.,arts graphiques
professeur,bureaux de consultation
inst.,administration publique
rentier,"affaires immobilières,location"
empl. B.C.V.,"banques,établissements financiers"
dactyl.,arts graphiques
électricien,"gaz,eau,éléctricité"
diaconesse,"agences,locations,consultations"
pierriste,pierre et terre
cond. d'auto,transports
charpentier,"construction,charpenterie"
télégr.,transports
pâtissier,produits alimentaires
chef de serv,"hôtellerie,restauration"
peintre,arts graphiques
nég.,"banques,établissements financiers"
méc.,industrie des métaux
chef d'équipe,"agences,locations,consultations"
peintre,arts graphiques
gouv.,administration publique
appareilleur,"construction,charpenterie"
compt.,"banques,établissements financiers"
électricien,"gaz,eau,éléctricité"
forain,commerce de détail
fond.,industrie du papier
vins,produits alimentaires
fondé de pouvoirs,administration publique
ménag,employées pour le ménage et la ferme
m. de pension,"hôtellerie,restauration"
café,"hôtellerie,restauration"
commis.,commerce de détail
m. de pens.,administration publique
dem. de magas.,commerce de détail
peintre,arts graphiques
fact.,industrie textile
pension d'étrangers,"hôtellerie,restauration"
représent.,"agences,locations,consultations"
compt.,"banques,établissements financiers"
mécanicien,industrie des métaux
représent.,"agences,locations,consultations"
mont.,industrie des métaux
empl. C.F.F.,transports
instit.,administration publique
prof. de piano,arts graphiques
nég.,"banques,établissements financiers"
inspecteur,administration publique
coutur,"vêtements, lingerie,chaussures,literies"
profess.,bureaux de consultation
prof. de piano,arts graphiques
chef de service I.P.,administration publique
facteur télé-,transports
artiste,arts graphiques
garç. de café,"hôtellerie,restauration"
coiffeuse,commerce de détail
sculpt.,pierre et terre
emp. banque,"banques,établissements financiers"
chauffeur,transports
secret.,"agences,locations,consultations"
sculpteur,arts graphiques
rep. de comm.,commerce de détail
aiguis.,réparations
ouv. CFF.,transports
fond. de pouv. B.F.,"banques,établissements financiers"
encais.,"banques,établissements financiers"
sage-femme,réparations
vendcuse,commerce de détail
cuisinière,"hôtellerie,restauration"
voy. commerce,transports
cocher,réparations
parquet.,"bois,liège,meubles"
brodeuse,industrie textile
journaliste,"agences,locations,consultations"
coutelier,industrie des métaux
coutellerie,industrie des métaux
tabacs,commerce de détail
taill. de pierres,pierre et terre
coutelier,industrie des métaux
empl. C. F. F.,"employés pour tous,célibataires"
f. de ch.,"construction,charpenterie"
repas.,"hôtellerie,restauration"
chiffonn.,réparations
encaisseur,"banques,établissements financiers"
cafetier,"hôtellerie,restauration"
sage-femme,employées pour le ménage et la ferme
entrepr.,"construction,charpenterie"
coutelier,industrie des métaux
chauffeur,transports
chef de train C. F. F.,transports
étalag.,commerce de détail
cuisin.,produits alimentaires
pâtiss.,produits alimentaires
ramoneur,réparations
chauffeur CFF,transports
confiseur,produits alimentaires
asile pour femmes buveuses,"agences,locations,consultations"
mécanicien C. F. F.,industrie des métaux
tailleur,"vêtements, lingerie,chaussures,literies"
galocher,réparations
serrurier,industrie des métaux
entrepreneur,"agences,locations,consultations"
nég.,"banques,établissements financiers"
prof.,bureaux de consultation
nég.,"banques,établissements financiers"
bières,produits alimentaires
boulang.,produits alimentaires
nég.,"banques,établissements financiers"
aide-monteur,réparations
boulang.,produits alimentaires
vendeur,commerce de détail
conduct. C. F. F.,transports
commerc.,commerce de détail
secrét. T.F.,bureaux de consultation
infirmier,"employés pour tous,célibataires"
méc.,industrie des métaux
gouv.,administration publique
mécanic.,réparations
sage-femme,employées pour le ménage et la ferme
manœuv.,transports
électric.,"gaz,eau,éléctricité"
serrurier,industrie des métaux
serrurier,industrie des métaux
emp.,"employés pour tous,célibataires"
laitier,produits alimentaires
archit.,"construction,charpenterie"
emp,"employés pour tous,célibataires"
diaconn.,"employés pour tous,célibataires"
agr.,"employés pour tous,célibataires"
maîtresse à l’Ecole de Com.,administration publique
f. de ch.,"construction,charpenterie"
ouvr. de ville,administration publique
int,"agences,locations,consultations"
médecin,"agences,locations,consultations"
maraicher,produits alimentaires
architecte,"construction,charpenterie"
relieur,industrie du papier
institutrice,"agences,locations,consultations"
ing.,industrie chimique
gouver.,administration publique
pav.,"construction,charpenterie"
taill. de pierres,pierre et terre
emp.,"employés pour tous,célibataires"
chiffon.,"vêtements, lingerie,chaussures,literies"
repas.,"hôtellerie,restauration"
peintre,arts graphiques
articles de ménage,produits alimentaires
tailleur de pierres,pierre et terre
peintre,arts graphiques
polisseur,réparations
peintre,arts graphiques
f. de ch.,"construction,charpenterie"
serrur.,industrie des métaux
emp. postal,administration publique
pédicure,réparations
représent.,"agences,locations,consultations"
diaconesse,assurances privées
dom.,employées pour le ménage et la ferme
commis de poste,transports
manœuv.,transports
photographe,arts graphiques
charcutier,produits alimentaires
pédicure,réparations
cont. C. F. F.,
retr.,réparations
rent.,"affaires immobilières,location"
représent.,"agences,locations,consultations"
maréchal,réparations
nêg.,"journalières,entretien"
mécanâc.,industrie des métaux
march. taill.,"vêtements, lingerie,chaussures,literies"
caiss.,commerce de détail
jardin.,"journaliers,entretien"
cafe' Industr.,"hôtellerie,restauration"
cafet.,"hôtellerie,restauration"
cafe' Industr.,"hôtellerie,restauration"
emp.,"employés pour tous,célibataires"
tapiss.,"bois,liège,meubles"
institut.,"agences,locations,consultations"
cond. de travaux,"construction,charpenterie"
cordonnier,"vêtements, lingerie,chaussures,literies"
café,"hôtellerie,restauration"
charret.,transports
représent.,"agences,locations,consultations"
gérant de Teco,commerce de détail
méc. dent.,"agences,locations,consultations"
libr.,commerce de détail
nêg.,"journalières,entretien"
nég.,"banques,établissements financiers"
chef. télégr. CFF,transports
chef compt.,"banques,établissements financiers"
emp. postal,"agences,locations,consultations"
agricult.,employées pour le ménage et la ferme
h. de peine,"journaliers,entretien"
portier,"journaliers,entretien"
mécanicien,industrie des métaux
fact.,industrie du papier
boulang.,produits alimentaires
charret.,transports
laitier,produits alimentaires
tailleur de pierres,pierre et terre
empl. de banque,"banques,établissements financiers"
agente de la prot. de la jeune fille,"agences,locations,consultations"
tapissier,"bois,liège,meubles"
expédit.,transports
mètre,"construction,charpenterie"
gendarme retraité,administration publique
taill.,industrie du papier
bijout.,"bijouterie,gravure,frappe"
prof. musique,arts graphiques
sellier,
prof.,"agences,locations,consultations"
peint.,arts graphiques
fourrures,"vêtements, lingerie,chaussures,literies"
cond. C. F. F.,
secrét.,"agences,locations,consultations"
ferbl.,industrie des métaux
blanchisseuse,employées pour le ménage et la ferme
ébén.,"bois,liège,meubles"
hôtelier,"hôtellerie,restauration"
manœuv.,transports
coutelier,industrie des métaux
institut de beauté,"hôtellerie,restauration"
empl,"employés pour tous,célibataires"
journalier,"journaliers,entretien"
fripier,commerce de détail
coiff.,commerce de détail
hom A.,"employés pour tous,célibataires"
pierriste,pierre et terre
reprès.,commerce de détail
pierriste,pierre et terre
empl. T. L.,"employés pour tous,célibataires"
cout.,arts graphiques
charcut.,produits alimentaires
g. de courses,"employés pour tous,célibataires"
architecte,"construction,charpenterie"
agr.,"journalières,entretien"
agricult.,employées pour le ménage et la ferme
ferbl.,industrie des métaux
emp.,"employés pour tous,célibataires"
nég.,"banques,établissements financiers"
d. mag,commerce de détail
boucher,produits alimentaires
repass.,industrie textile
l'Amandier,produits alimentaires
méd.,réparations
domestique,employées pour le ménage et la ferme
serrur.,industrie des métaux
